Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price_2018_01,Price_2018_02,Price_2018_03,Price_2018_04,Price_2018_05,Price_2018_06,Price_2018_07,Price_2018_08,Price_2018_09,Price_2018_10,Price_2018_11,Price_2018_12,Price_2019_01,Price_2019_02,Price_2019_03,Price_2019_04,Price_2019_05,Price_2019_06,Price_2019_07,Price_2019_08,Price_2019_09,Price_2019_10,Price_2019_11,Price_2019_12,Price_2020_01,Price_2020_02,Price_2020_03,Price_2020_04,Price_2020_05,Price_2020_06,Price_2020_07,Price_2020_08,Price_2020_09,Price_2020_10,Price_2020_11,Price_2020_12,Price_2021_01,Price_2021_02,Price_2021_03,Price_2021_04,Price_2021_05,Price_2021_06,Price_2021_07,Price_2021_08,Price_2021_09,Price_2021_10,Price_2021_11,Price_2021_12,Price_2022_01,Price_2022_02,Price_2022_03,Price_2022_04,Price_2022_05,Price_2022_06,Price_2022_07,Price_2022_08,Price_2022_09,Price_2022_10,Price_2022_11,Price_2022_12,Price_2023_01,Price_2023_02,Price_2023_03,Price_2023_04,Price_2023_05,Price_2023_06,Price_2023_07,Price_2023_08,Price_2023_09,Price_2023_10,Price_2023_11,Price_2023_12,Price_2024_01,Price_2024_02,Price_2024_03,Price_2024_04,Price_2024_05,Price_2024_06,Price_2024_07,Price_2024_08,Price_2024_09,Price_2024_10,Price_2024_11,Price_2024_12,Price_2025_01,Price_2025_02,Price_2025_03,Price_2025_04,Price_2025_05,Price_2025_06,Price_2025_07,Price_2025_08,Price_2025_09,Price_2025_10,Price_2025_11,Price_2025_12,Price_2026_01,Price_2026_02,Price_Current_2026_2_18
Corsair Vengeance 64 GB,DDR5-5200,2 x 32GB,15.385 ns,40,$11.64,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,862.47","$1,862.47","$1,800.39","$1,738.31","$1,676.23","$1,614.14","$1,552.06","$1,489.98","$1,427.90","$1,365.82","$1,303.73","$1,241.65","$1,179.57","$1,117.49","$1,074.03","$1,030.57",$987.11,$943.65,$900.20,$856.74,$813.28,$769.82,$726.37,$682.91,$639.45,$595.99,$577.37,$558.74,$540.12,$521.49,$502.87,$484.24,$465.62,$446.99,$428.37,$409.74,$391.12,$372.50,$384.91,$397.33,$409.74,$422.16,$434.58,$633.24,$651.87,$670.49,$689.12,$312.90,$506.59,$744.99,$946.14,$886.54,$886.54
Corsair Vengeance 32 GB,DDR5-4800,2 x 16GB,16.667 ns,40,$11.88,Black / White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$949.98,$949.98,$918.31,$886.64,$854.98,$823.31,$791.65,$759.98,$728.31,$696.65,$664.98,$633.32,$601.65,$569.99,$547.82,$525.65,$503.49,$481.32,$459.15,$436.99,$414.82,$392.66,$370.49,$348.32,$326.16,$303.99,$294.49,$284.99,$275.49,$265.99,$256.49,$246.99,$237.49,$227.99,$218.49,$208.99,$199.49,$190.00,$196.33,$202.66,$208.99,$215.33,$221.66,$322.99,$332.49,$341.99,$351.49,$159.60,$258.39,$379.99,$482.59,$452.19,$452.19
G.Skill Ripjaws S5 32 GB,DDR5-6800,2 x 16GB,10 ns,34,$14.69,Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,174.97","$1,174.97","$1,135.81","$1,096.64","$1,057.48","$1,018.31",$979.15,$939.98,$900.81,$861.65,$822.48,$783.32,$744.15,$704.99,$677.57,$650.15,$622.74,$595.32,$567.90,$540.49,$513.07,$485.66,$458.24,$430.82,$403.41,$375.99,$364.24,$352.49,$340.74,$328.99,$317.24,$305.49,$293.74,$281.99,$270.24,$258.49,$246.74,$235.00,$242.83,$250.66,$258.49,$266.33,$274.16,$399.49,$411.24,$422.99,$434.74,$197.40,$319.59,$469.99,$596.89,$559.29,$559.29
G.Skill Trident Z5 RGB 32 GB,DDR5-5600,2 x 16GB,14.286 ns,40,$12.87,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,029.22","$1,029.22",$994.92,$960.61,$926.30,$891.99,$857.69,$823.38,$789.07,$754.77,$720.46,$686.15,$651.84,$617.53,$593.52,$569.50,$545.49,$521.47,$497.46,$473.44,$449.43,$425.41,$401.40,$377.38,$353.37,$329.35,$319.06,$308.77,$298.48,$288.18,$277.89,$267.60,$257.31,$247.01,$236.72,$226.43,$216.14,$205.84,$212.71,$219.57,$226.43,$233.29,$240.15,$349.94,$360.23,$370.52,$380.81,$172.91,$279.95,$411.69,$522.85,$489.91,$489.91
TEAMGROUP T-Create Expert 64 GB,DDR5-6400,2 x 32GB,10.625 ns,34,$12.47,White,5.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,994.97","$1,994.97","$1,928.48","$1,861.98","$1,795.48","$1,728.98","$1,662.48","$1,595.98","$1,529.48","$1,462.98","$1,396.48","$1,329.98","$1,263.48","$1,196.99","$1,150.44","$1,103.89","$1,057.34","$1,010.79",$964.24,$917.69,$871.14,$824.59,$778.04,$731.49,$684.94,$638.39,$618.44,$598.49,$578.54,$558.59,$538.64,$518.69,$498.74,$478.79,$458.84,$438.89,$418.94,$399.00,$412.29,$425.59,$438.89,$452.19,$465.49,$678.29,$698.24,$718.19,$738.14,$335.16,$542.63,$797.99,"$1,013.45",$949.61,$949.61
Kingston FURY Renegade Pro 128 GB,DDR5-5600,4 x 32GB,10 ns,28,$14.02,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,487.50","$4,487.50","$4,337.92","$4,188.33","$4,038.75","$3,889.17","$3,739.58","$3,590.00","$3,440.42","$3,290.83","$3,141.25","$2,991.67","$2,842.08","$2,692.50","$2,587.79","$2,483.08","$2,378.38","$2,273.67","$2,168.96","$2,064.25","$1,959.54","$1,854.83","$1,750.13","$1,645.42","$1,540.71","$1,436.00","$1,391.12","$1,346.25","$1,301.38","$1,256.50","$1,211.62","$1,166.75","$1,121.88","$1,077.00","$1,032.13",$987.25,$942.38,$897.50,$927.42,$957.33,$987.25,"$1,017.17","$1,047.08","$1,525.75","$1,570.62","$1,615.50","$1,660.37",$753.90,"$1,220.60","$1,795.00","$2,279.65","$2,136.05","$2,136.05"
Corsair Vengeance 32 GB,DDR5-6200,2 x 16GB,10.323 ns,32,$13.66,Black / Silver,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,092.47","$1,092.47","$1,056.06","$1,019.64",$983.23,$946.81,$910.40,$873.98,$837.56,$801.15,$764.73,$728.32,$691.90,$655.49,$629.99,$604.50,$579.01,$553.52,$528.03,$502.54,$477.05,$451.56,$426.07,$400.57,$375.08,$349.59,$338.67,$327.74,$316.82,$305.89,$294.97,$284.04,$273.12,$262.19,$251.27,$240.34,$229.42,$218.50,$225.78,$233.06,$240.34,$247.63,$254.91,$371.44,$382.37,$393.29,$404.22,$183.54,$297.15,$436.99,$554.98,$520.02,$520.02
Corsair Vengeance RGB 64 GB,DDR5-6200,2 x 32GB,10.323 ns,32,$13.81,Black / Silver,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,209.97","$2,209.97","$2,136.31","$2,062.64","$1,988.98","$1,915.31","$1,841.65","$1,767.98","$1,694.31","$1,620.65","$1,546.98","$1,473.32","$1,399.65","$1,325.99","$1,274.42","$1,222.85","$1,171.29","$1,119.72","$1,068.15","$1,016.59",$965.02,$913.46,$861.89,$810.32,$758.76,$707.19,$685.09,$662.99,$640.89,$618.79,$596.69,$574.59,$552.49,$530.39,$508.29,$486.19,$464.09,$442.00,$456.73,$471.46,$486.19,$500.93,$515.66,$751.39,$773.49,$795.59,$817.69,$371.28,$601.11,$883.99,"$1,122.67","$1,051.95","$1,051.95"
G.Skill Trident Z5 Neo RGB 48 GB,DDR5-8000,2 x 24GB,10 ns,40,$12.29,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,474.97","$1,474.97","$1,425.81","$1,376.64","$1,327.48","$1,278.31","$1,229.15","$1,179.98","$1,130.81","$1,081.65","$1,032.48",$983.32,$934.15,$884.99,$850.57,$816.15,$781.74,$747.32,$712.90,$678.49,$644.07,$609.66,$575.24,$540.82,$506.41,$471.99,$457.24,$442.49,$427.74,$412.99,$398.24,$383.49,$368.74,$353.99,$339.24,$324.49,$309.74,$295.00,$304.83,$314.66,$324.49,$334.33,$344.16,$501.49,$516.24,$530.99,$545.74,$247.80,$401.19,$589.99,$749.29,$702.09,$702.09
Corsair Vengeance RGB Pro SL 64 GB,DDR4-3200,4 x 16GB,10 ns,16,$5.83,Black,0.0,0,$525.29,$528.40,$531.51,$534.62,$537.73,$540.84,$543.94,$547.05,$550.16,$553.27,$556.38,$559.49,$466.24,$447.59,$428.94,$410.29,$391.64,$372.99,$354.34,$335.69,$317.04,$298.39,$279.74,$261.09,$226.90,$230.01,$233.12,$236.23,$239.34,$242.44,$245.55,$248.66,$251.77,$254.88,$257.98,$261.09,$267.31,$273.53,$279.74,$285.96,$292.18,$298.39,$304.61,$310.82,$317.04,$323.26,$329.47,$335.69,$326.37,$317.04,$307.72,$298.39,$289.07,$279.74,$270.42,$261.09,$251.77,$242.44,$233.12,$223.79,$217.58,$211.36,$205.14,$198.93,$192.71,$186.50,$180.28,$174.06,$167.85,$161.63,$155.41,$149.20,$152.30,$155.41,$158.52,$161.63,$164.74,$167.85,$170.95,$174.06,$177.17,$180.28,$183.39,$186.50,$192.71,$198.93,$205.14,$211.36,$217.58,$317.04,$326.37,$335.69,$345.02,$156.66,$253.63,$372.99,$544.57,$596.78,$540.84
TEAMGROUP T-Create Expert 128 GB,DDR5-6400,2 x 64GB,13.125 ns,42,$11.05,Black / Gold,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,534.97","$3,534.97","$3,417.14","$3,299.31","$3,181.48","$3,063.64","$2,945.81","$2,827.98","$2,710.15","$2,592.32","$2,474.48","$2,356.65","$2,238.82","$2,120.99","$2,038.50","$1,956.02","$1,873.54","$1,791.05","$1,708.57","$1,626.09","$1,543.61","$1,461.12","$1,378.64","$1,296.16","$1,213.67","$1,131.19","$1,095.84","$1,060.49","$1,025.14",$989.79,$954.44,$919.09,$883.74,$848.39,$813.04,$777.69,$742.34,$707.00,$730.56,$754.13,$777.69,$801.26,$824.83,"$1,201.89","$1,237.24","$1,272.59","$1,307.94",$593.88,$961.51,"$1,413.99","$1,795.77","$1,682.65","$1,682.65"
Crucial CT16G4DFD8266 16 GB,DDR4-2666,1 x 16GB,14.254 ns,19,$6.13,Green / Black,4.0,1,$138.10,$138.92,$139.74,$140.55,$141.37,$142.19,$143.00,$143.82,$144.64,$145.46,$146.27,$147.09,$122.58,$117.67,$112.77,$107.87,$102.96,$98.06,$93.16,$88.25,$83.35,$78.45,$73.55,$68.64,$59.65,$60.47,$61.29,$62.10,$62.92,$63.74,$64.56,$65.37,$66.19,$67.01,$67.82,$68.64,$70.28,$71.91,$73.55,$75.18,$76.81,$78.45,$80.08,$81.72,$83.35,$84.99,$86.62,$88.25,$85.80,$83.35,$80.90,$78.45,$76.00,$73.55,$71.09,$68.64,$66.19,$63.74,$61.29,$58.84,$57.20,$55.57,$53.93,$52.30,$50.66,$49.03,$47.40,$45.76,$44.13,$42.49,$40.86,$39.22,$40.04,$40.86,$41.68,$42.49,$43.31,$44.13,$44.94,$45.76,$46.58,$47.40,$48.21,$49.03,$50.66,$52.30,$53.93,$55.57,$57.20,$83.35,$85.80,$88.25,$90.71,$41.19,$66.68,$98.06,$143.17,$156.90,$142.19
Corsair Dominator Titanium 96 GB,DDR5-6400,2 x 48GB,10 ns,32,$12.58,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,019.97","$3,019.97","$2,919.31","$2,818.64","$2,717.98","$2,617.31","$2,516.65","$2,415.98","$2,315.31","$2,214.65","$2,113.98","$2,013.32","$1,912.65","$1,811.99","$1,741.52","$1,671.05","$1,600.59","$1,530.12","$1,459.65","$1,389.19","$1,318.72","$1,248.26","$1,177.79","$1,107.32","$1,036.86",$966.39,$936.19,$905.99,$875.79,$845.59,$815.39,$785.19,$754.99,$724.79,$694.59,$664.39,$634.19,$604.00,$624.13,$644.26,$664.39,$684.53,$704.66,"$1,026.79","$1,056.99","$1,087.19","$1,117.39",$507.36,$821.43,"$1,207.99","$1,534.15","$1,437.51","$1,437.51"
G.Skill Trident Z Neo 16 GB,DDR4-3600,2 x 8GB,10 ns,18,$8.75,Black / Silver,4.5,20,$197.15,$198.32,$199.49,$200.65,$201.82,$202.99,$204.15,$205.32,$206.49,$207.65,$208.82,$209.99,$174.99,$167.99,$160.99,$153.99,$146.99,$139.99,$132.99,$125.99,$118.99,$111.99,$104.99,$97.99,$85.16,$86.33,$87.49,$88.66,$89.83,$90.99,$92.16,$93.33,$94.49,$95.66,$96.83,$97.99,$100.33,$102.66,$104.99,$107.33,$109.66,$111.99,$114.33,$116.66,$118.99,$121.32,$123.66,$125.99,$122.49,$118.99,$115.49,$111.99,$108.49,$104.99,$101.49,$97.99,$94.49,$90.99,$87.49,$83.99,$81.66,$79.33,$76.99,$74.66,$72.33,$70.00,$67.66,$65.33,$63.00,$60.66,$58.33,$56.00,$57.16,$58.33,$59.50,$60.66,$61.83,$63.00,$64.16,$65.33,$66.50,$67.66,$68.83,$70.00,$72.33,$74.66,$76.99,$79.33,$81.66,$118.99,$122.49,$125.99,$129.49,$58.80,$95.19,$139.99,$204.39,$223.98,$202.99
Corsair WS 128 GB,DDR5-5600,8 x 16GB,14.286 ns,40,$17.69,Black / Green,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,659.97","$5,659.97","$5,471.31","$5,282.64","$5,093.98","$4,905.31","$4,716.65","$4,527.98","$4,339.31","$4,150.65","$3,961.98","$3,773.32","$3,584.65","$3,395.98","$3,263.92","$3,131.85","$2,999.79","$2,867.72","$2,735.65","$2,603.59","$2,471.52","$2,339.46","$2,207.39","$2,075.32","$1,943.26","$1,811.19","$1,754.59","$1,697.99","$1,641.39","$1,584.79","$1,528.19","$1,471.59","$1,414.99","$1,358.39","$1,301.79","$1,245.19","$1,188.59","$1,131.99","$1,169.73","$1,207.46","$1,245.19","$1,282.93","$1,320.66","$1,924.39","$1,980.99","$2,037.59","$2,094.19",$950.88,"$1,539.51","$2,263.99","$2,875.27","$2,694.15","$2,694.15"
Silicon Power XPOWER Pulse Gaming 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$11.83,Black / White,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,891.97","$1,891.97","$1,828.91","$1,765.84","$1,702.78","$1,639.71","$1,576.65","$1,513.58","$1,450.51","$1,387.45","$1,324.38","$1,261.32","$1,198.25","$1,135.18","$1,091.04","$1,046.89","$1,002.75",$958.60,$914.45,$870.31,$826.16,$782.02,$737.87,$693.72,$649.58,$605.43,$586.51,$567.59,$548.67,$529.75,$510.83,$491.91,$472.99,$454.07,$435.15,$416.23,$397.31,$378.39,$391.01,$403.62,$416.23,$428.85,$441.46,$643.27,$662.19,$681.11,$700.03,$317.85,$514.62,$756.79,$961.12,$900.58,$900.58
TEAMGROUP Elite Plus 16 GB,DDR5-5600,1 x 16GB,14.286 ns,40,$12.56,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$502.48,$502.48,$485.73,$468.98,$452.23,$435.48,$418.73,$401.98,$385.23,$368.48,$351.73,$334.98,$318.23,$301.49,$289.76,$278.04,$266.31,$254.59,$242.86,$231.14,$219.41,$207.69,$195.97,$184.24,$172.52,$160.79,$155.77,$150.74,$145.72,$140.69,$135.67,$130.64,$125.62,$120.59,$115.57,$110.54,$105.52,$100.50,$103.84,$107.19,$110.54,$113.89,$117.24,$170.84,$175.87,$180.89,$185.92,$84.42,$136.67,$200.99,$255.26,$239.18,$239.18
TEAMGROUP T-Force Delta RGB 48 GB,DDR5-6400,2 x 24GB,10 ns,32,$10.42,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,249.97","$1,249.97","$1,208.31","$1,166.64","$1,124.98","$1,083.31","$1,041.65",$999.98,$958.31,$916.65,$874.98,$833.32,$791.65,$749.99,$720.82,$691.65,$662.49,$633.32,$604.15,$574.99,$545.82,$516.66,$487.49,$458.32,$429.16,$399.99,$387.49,$374.99,$362.49,$349.99,$337.49,$324.99,$312.49,$299.99,$287.49,$274.99,$262.49,$250.00,$258.33,$266.66,$274.99,$283.33,$291.66,$424.99,$437.49,$449.99,$462.49,$210.00,$339.99,$499.99,$634.99,$594.99,$594.99
Patriot Viper Steel 16 GB,DDR4-3600,1 x 16GB,10 ns,18,$7.19,Gray,4.0,1,$161.94,$162.90,$163.86,$164.82,$165.78,$166.74,$167.69,$168.65,$169.61,$170.57,$171.53,$172.48,$143.74,$137.99,$132.24,$126.49,$120.74,$114.99,$109.24,$103.49,$97.74,$91.99,$86.24,$80.49,$69.95,$70.91,$71.87,$72.83,$73.79,$74.74,$75.70,$76.66,$77.62,$78.58,$79.53,$80.49,$82.41,$84.33,$86.24,$88.16,$90.08,$91.99,$93.91,$95.82,$97.74,$99.66,$101.57,$103.49,$100.62,$97.74,$94.87,$91.99,$89.12,$86.24,$83.37,$80.49,$77.62,$74.74,$71.87,$68.99,$67.08,$65.16,$63.24,$61.33,$59.41,$57.49,$55.58,$53.66,$51.75,$49.83,$47.91,$46.00,$46.95,$47.91,$48.87,$49.83,$50.79,$51.75,$52.70,$53.66,$54.62,$55.58,$56.54,$57.49,$59.41,$61.33,$63.24,$65.16,$67.08,$97.74,$100.62,$103.49,$106.37,$48.30,$78.19,$114.99,$167.89,$183.98,$166.74
Corsair Vengeance RGB 64 GB,DDR5-5600,2 x 32GB,14.286 ns,40,$12.02,Black / Gray,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,922.47","$1,922.47","$1,858.39","$1,794.31","$1,730.23","$1,666.14","$1,602.06","$1,537.98","$1,473.90","$1,409.82","$1,345.73","$1,281.65","$1,217.57","$1,153.49","$1,108.63","$1,063.77","$1,018.91",$974.05,$929.20,$884.34,$839.48,$794.62,$749.77,$704.91,$660.05,$615.19,$595.97,$576.74,$557.52,$538.29,$519.07,$499.84,$480.62,$461.39,$442.17,$422.94,$403.72,$384.50,$397.31,$410.13,$422.94,$435.76,$448.58,$653.64,$672.87,$692.09,$711.32,$322.98,$522.91,$768.99,$976.62,$915.10,$915.10
Corsair Dominator Titanium 64 GB,DDR5-6000,4 x 16GB,12 ns,36,$14.81,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,369.97","$2,369.97","$2,290.98","$2,211.98","$2,132.98","$2,053.98","$1,974.98","$1,895.98","$1,816.98","$1,737.98","$1,658.98","$1,579.98","$1,500.98","$1,421.99","$1,366.69","$1,311.39","$1,256.09","$1,200.79","$1,145.49","$1,090.19","$1,034.89",$979.59,$924.29,$868.99,$813.69,$758.39,$734.69,$710.99,$687.29,$663.59,$639.89,$616.19,$592.49,$568.79,$545.09,$521.39,$497.69,$474.00,$489.79,$505.59,$521.39,$537.19,$552.99,$805.79,$829.49,$853.19,$876.89,$398.16,$644.63,$947.99,"$1,203.95","$1,128.11","$1,128.11"
Crucial CT2K16G4DFD832A 32 GB,DDR4-3200,2 x 16GB,13.75 ns,22,$6.52,Green / Black,0.0,0,$293.99,$295.73,$297.47,$299.21,$300.95,$302.69,$304.43,$306.17,$307.91,$309.65,$311.39,$313.12,$260.94,$250.50,$240.06,$229.63,$219.19,$208.75,$198.31,$187.88,$177.44,$167.00,$156.56,$146.12,$126.99,$128.73,$130.47,$132.21,$133.95,$135.69,$137.43,$139.17,$140.91,$142.65,$144.39,$146.12,$149.60,$153.08,$156.56,$160.04,$163.52,$167.00,$170.48,$173.96,$177.44,$180.92,$184.40,$187.87,$182.66,$177.44,$172.22,$167.00,$161.78,$156.56,$151.34,$146.12,$140.91,$135.69,$130.47,$125.25,$121.77,$118.29,$114.81,$111.33,$107.85,$104.38,$100.90,$97.42,$93.94,$90.46,$86.98,$83.50,$85.24,$86.98,$88.72,$90.46,$92.20,$93.94,$95.68,$97.42,$99.16,$100.90,$102.64,$104.38,$107.85,$111.33,$114.81,$118.29,$121.77,$177.44,$182.66,$187.87,$193.09,$87.67,$141.95,$208.75,$304.77,$334.00,$302.69
G.Skill Aegis 4 GB,DDR4-2400,1 x 4GB,12.5 ns,15,$9.75,Black / Red,0.0,0,$54.92,$55.25,$55.57,$55.90,$56.23,$56.55,$56.88,$57.20,$57.52,$57.85,$58.18,$58.50,$48.75,$46.80,$44.85,$42.90,$40.95,$39.00,$37.05,$35.10,$33.15,$31.20,$29.25,$27.30,$23.72,$24.05,$24.38,$24.70,$25.02,$25.35,$25.68,$26.00,$26.33,$26.65,$26.97,$27.30,$27.95,$28.60,$29.25,$29.90,$30.55,$31.20,$31.85,$32.50,$33.15,$33.80,$34.45,$35.10,$34.12,$33.15,$32.18,$31.20,$30.23,$29.25,$28.27,$27.30,$26.33,$25.35,$24.38,$23.40,$22.75,$22.10,$21.45,$20.80,$20.15,$19.50,$18.85,$18.20,$17.55,$16.90,$16.25,$15.60,$15.93,$16.25,$16.58,$16.90,$17.23,$17.55,$17.88,$18.20,$18.53,$18.85,$19.18,$19.50,$20.15,$20.80,$21.45,$22.10,$22.75,$33.15,$34.12,$35.10,$36.07,$16.38,$26.52,$39.00,$56.94,$62.40,$56.55
Corsair Vengeance RGB 32 GB,DDR5-6800,2 x 16GB,11.765 ns,40,$12.94,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,034.97","$1,034.97","$1,000.48",$965.98,$931.48,$896.98,$862.48,$827.98,$793.48,$758.98,$724.48,$689.98,$655.48,$620.99,$596.84,$572.69,$548.54,$524.39,$500.24,$476.09,$451.94,$427.79,$403.64,$379.49,$355.34,$331.19,$320.84,$310.49,$300.14,$289.79,$279.44,$269.09,$258.74,$248.39,$238.04,$227.69,$217.34,$207.00,$213.89,$220.79,$227.69,$234.59,$241.49,$351.89,$362.24,$372.59,$382.94,$173.88,$281.51,$413.99,$525.77,$492.65,$439.99
G.Skill Trident Z5 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$11.56,Black,5.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$924.98,$924.98,$894.14,$863.31,$832.48,$801.64,$770.81,$739.98,$709.15,$678.32,$647.48,$616.65,$585.82,$554.99,$533.40,$511.82,$490.24,$468.65,$447.07,$425.49,$403.91,$382.32,$360.74,$339.16,$317.57,$295.99,$286.74,$277.49,$268.24,$258.99,$249.74,$240.49,$231.24,$221.99,$212.74,$203.49,$194.24,$185.00,$191.16,$197.33,$203.49,$209.66,$215.83,$314.49,$323.74,$332.99,$342.24,$155.40,$251.59,$369.99,$469.89,$440.29,$440.29
Kingston FURY Renegade 32 GB,DDR5-7200,2 x 16GB,10.556 ns,38,$16.20,Silver / Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,295.58","$1,295.58","$1,252.39","$1,209.20","$1,166.02","$1,122.83","$1,079.65","$1,036.46",$993.27,$950.09,$906.90,$863.72,$820.53,$777.35,$747.11,$716.88,$686.65,$656.42,$626.19,$595.96,$565.73,$535.50,$505.27,$475.04,$444.81,$414.58,$401.63,$388.67,$375.72,$362.76,$349.81,$336.85,$323.89,$310.94,$297.98,$285.03,$272.07,$259.12,$267.75,$276.39,$285.03,$293.66,$302.30,$440.50,$453.45,$466.41,$479.36,$217.66,$352.40,$518.23,$658.15,$616.69,$616.69
Patriot Viper Steel RGB 16 GB,DDR4-3200,2 x 8GB,11.25 ns,18,,Black,0.0,0,$150.68,$151.57,$152.46,$153.35,$154.24,$155.14,$156.03,$156.92,$157.81,$158.70,$159.59,$160.48,$133.74,$128.39,$123.04,$117.69,$112.34,$106.99,$101.64,$96.29,$90.94,$85.59,$80.24,$74.89,$65.09,$65.98,$66.87,$67.76,$68.65,$69.54,$70.44,$71.33,$72.22,$73.11,$74.00,$74.89,$76.68,$78.46,$80.24,$82.03,$83.81,$85.59,$87.38,$89.16,$90.94,$92.72,$94.51,$96.29,$93.62,$90.94,$88.27,$85.59,$82.92,$80.24,$77.57,$74.89,$72.22,$69.54,$66.87,$64.19,$62.41,$60.63,$58.84,$57.06,$55.28,$53.49,$51.71,$49.93,$48.15,$46.36,$44.58,$42.80,$43.69,$44.58,$45.47,$46.36,$47.25,$48.15,$49.04,$49.93,$50.82,$51.71,$52.60,$53.49,$55.28,$57.06,$58.84,$60.63,$62.41,$90.94,$93.62,$96.29,$98.97,$44.94,$72.75,$106.99,$156.21,$171.18,$155.14
V-Color TE516G60S828SKK 32 GB,DDR5-6000,2 x 16GB,9.333 ns,28,$29.53,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,362.47","$2,362.47","$2,283.73","$2,204.98","$2,126.23","$2,047.48","$1,968.73","$1,889.98","$1,811.23","$1,732.48","$1,653.73","$1,574.98","$1,496.23","$1,417.49","$1,362.36","$1,307.24","$1,252.11","$1,196.99","$1,141.86","$1,086.74","$1,031.61",$976.49,$921.37,$866.24,$811.12,$755.99,$732.37,$708.74,$685.12,$661.49,$637.87,$614.24,$590.62,$566.99,$543.37,$519.74,$496.12,$472.50,$488.24,$503.99,$519.74,$535.49,$551.24,$803.24,$826.87,$850.49,$874.12,$396.90,$642.59,$944.99,"$1,200.14","$1,124.54","$1,124.54"
Patriot Viper Elite 5 RGB 96 GB,DDR5-6000,2 x 48GB,14 ns,42,$8.33,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,999.97","$1,999.97","$1,933.31","$1,866.64","$1,799.98","$1,733.31","$1,666.65","$1,599.98","$1,533.31","$1,466.65","$1,399.98","$1,333.32","$1,266.65","$1,199.99","$1,153.32","$1,106.65","$1,059.99","$1,013.32",$966.65,$919.99,$873.32,$826.66,$779.99,$733.32,$686.66,$639.99,$619.99,$599.99,$579.99,$559.99,$539.99,$519.99,$499.99,$479.99,$459.99,$439.99,$419.99,$400.00,$413.33,$426.66,$439.99,$453.33,$466.66,$679.99,$699.99,$719.99,$739.99,$336.00,$543.99,$799.99,"$1,015.99",$951.99,$951.99
G.Skill Ripjaws S5 32 GB,DDR5-6000,2 x 16GB,10.667 ns,32,$13.84,Black,5.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,107.47","$1,107.47","$1,070.56","$1,033.64",$996.73,$959.81,$922.90,$885.98,$849.06,$812.15,$775.23,$738.32,$701.40,$664.49,$638.64,$612.80,$586.96,$561.12,$535.28,$509.44,$483.60,$457.76,$431.92,$406.07,$380.23,$354.39,$343.32,$332.24,$321.17,$310.09,$299.02,$287.94,$276.87,$265.79,$254.72,$243.64,$232.57,$221.50,$228.88,$236.26,$243.64,$251.03,$258.41,$376.54,$387.62,$398.69,$409.77,$186.06,$301.23,$442.99,$562.60,$527.16,$527.16
